# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-11-02 18:50:36 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#          5495       00054     00003     Reservoir storage, acre feet (Mean)
#          5496       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
USGS	09469000	2021-02-03	19850	P:e	19840	P:e
USGS	09469000	2021-02-04	19840	P:e	19840	P:e
USGS	09469000	2021-02-05	19850	P:e	19850	P:e
USGS	09469000	2021-02-06	19810	P:e	19820	P
USGS	09469000	2021-02-07	19620	P	19750	P
USGS	09469000	2021-02-08	19720	P	19750	P
USGS	09469000	2021-02-09	19700	P	19510	P
USGS	09469000	2021-02-10	19260	P	19180	P
USGS	09469000	2021-02-11	24100	P	50440	P
USGS	09469000	2021-02-12	44390	P	48650	P
USGS	09469000	2021-02-13	37050	P	17290	P
USGS	09469000	2021-02-14	27080	P	17120	P
USGS	09469000	2021-02-15	21260	P	17600	P
USGS	09469000	2021-02-16	17200	P	17370	P
USGS	09469000	2021-02-17	16840	P	17060	P
USGS	09469000	2021-02-18	16720	P	16770	P
USGS	09469000	2021-02-19	17380	P	16470	P
USGS	09469000	2021-02-20	15920	P	15140	P
USGS	09469000	2021-02-21	15670	P	15970	P
USGS	09469000	2021-02-22	15550	P	15410	P
USGS	09469000	2021-02-23	15090	P	15260	P
USGS	09469000	2021-02-24	14760	P	14550	P
USGS	09469000	2021-02-25	14380	P	14620	P
USGS	09469000	2021-02-26	14150	P	14380	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-04-06 12:58:52 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2021-03-01	13420	P:e	13330	P
USGS	09469000	2021-03-02	12570	P	12830	P
USGS	09469000	2021-03-03	12360	P	11930	P
USGS	09469000	2021-03-04	11860	P	12180	P
USGS	09469000	2021-03-05	11890	P	11870	P
USGS	09469000	2021-03-06	11500	P	11540	P
USGS	09469000	2021-03-07	11390	P	11300	P
USGS	09469000	2021-03-08	10870	P	11060	P
USGS	09469000	2021-03-09	10860	P:e	10810	P:e
USGS	09469000	2021-03-10	10330	P:e	10340	P
USGS	09469000	2021-03-11	10020	P	9876	P
USGS	09469000	2021-03-12	9537	P	9006	P
USGS	09469000	2021-03-13	9275	P	9818	P
USGS	09469000	2021-03-14	9152	P	9450	P
USGS	09469000	2021-03-15	9172	P	8427	P
USGS	09469000	2021-03-16	8494	P	8979	P
USGS	09469000	2021-03-17	8776	P	8748	P
USGS	09469000	2021-03-18	8554	P	8467	P
USGS	09469000	2021-03-19	8275	P	8165	P
USGS	09469000	2021-03-20	7849	P	7933	P
USGS	09469000	2021-03-21	7340	P:e	6982	P:e
USGS	09469000	2021-03-22	6782	P:e	6580	P:e
USGS	09469000	2021-03-23	6506	P:e	6712	P
USGS	09469000	2021-03-24	6352	P	6460	P
USGS	09469000	2021-03-25	5873	P	5321	P
USGS	09469000	2021-03-26	5451	P	5647	P
USGS	09469000	2021-03-27	5255	P	5375	P
USGS	09469000	2021-03-28	4989	P	4730	P
USGS	09469000	2021-03-29	4505	P	4541	P
USGS	09469000	2021-03-30	4078	P	4203	P
USGS	09469000	2021-03-31	3870	P	3564	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-05-05 19:58:55 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2021-04-01	3349	P:e	3161	P
USGS	09469000	2021-04-02	2863	P	2657	P
USGS	09469000	2021-04-03	2415	P	2274	P
USGS	09469000	2021-04-04	1925	P	1781	P
USGS	09469000	2021-04-05	1457	P:e	1288	P:e
USGS	09469000	2021-04-06	894.7	P:e	719.6	P:e
USGS	09469000	2021-04-07	481.6	P:e	104.0	P:e
USGS	09469000	2021-04-08	29.90	P:e	17.21	P
USGS	09469000	2021-04-09	31.22	P:e	29.30	P:e
USGS	09469000	2021-04-10	38.99	P:e	47.66	P:e
USGS	09469000	2021-04-11	50.91	P:e	54.43	P:e
USGS	09469000	2021-04-12	57.12	P:e	63.56	P:e
USGS	09469000	2021-04-13	61.12	P:e	58.68	P
USGS	09469000	2021-04-14	56.03	P:e	55.14	P:e
USGS	09469000	2021-04-15	48.90	P:e	55.87	P:e
USGS	09469000	2021-04-16	61.57	P:e	62.46	P:e
USGS	09469000	2021-04-17	60.91	P:e	61.16	P:e
USGS	09469000	2021-04-18	66.98	P:e	75.91	P
USGS	09469000	2021-04-19	73.04	P	75.91	P
USGS	09469000	2021-04-20	70.69	P:e	78.19	P:e
USGS	09469000	2021-04-21	62.77	P:e	50.33	P:e
USGS	09469000	2021-04-22	51.41	P:e	52.36	P:e
USGS	09469000	2021-04-23	56.76	P:e	75.06	P
USGS	09469000	2021-04-24	70.17	P	78.08	P
USGS	09469000	2021-04-25	74.49	P:e	74.03	P:e
USGS	09469000	2021-04-26	73.18	P:e	72.17	P:e
USGS	09469000	2021-04-27	64.46	P:e	72.95	P
USGS	09469000	2021-04-28	69.14	P	59.39	P
USGS	09469000	2021-04-29	75.43	P	78.08	P
USGS	09469000	2021-04-30	77.78	P	79.41	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-06-03 20:35:19 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2021-05-01	73.34	P	80.75	P
USGS	09469000	2021-05-02	63.01	P:e	53.79	P:e
USGS	09469000	2021-05-03	58.00	P:e	77.64	P
USGS	09469000	2021-05-04	74.26	P:e	77.82	P:e
USGS	09469000	2021-05-05	74.72	P:e	73.38	P:e
USGS	09469000	2021-05-06	71.09	P:e	76.21	P:e
USGS	09469000	2021-05-07	63.75	P:e	47.69	P:e
USGS	09469000	2021-05-08	53.94	P:e	71.17	P:e
USGS	09469000	2021-05-09	64.52	P:e	72.49	P:e
USGS	09469000	2021-05-10	59.34	P:e	47.50	P
USGS	09469000	2021-05-11	47.72	P	46.60	P
USGS	09469000	2021-05-12	47.83	P	47.50	P
USGS	09469000	2021-05-13	48.26	P	47.20	P
USGS	09469000	2021-05-14	53.40	P	60.48	P
USGS	09469000	2021-05-15	54.36	P	49.01	P
USGS	09469000	2021-05-16	49.79	P	50.02	P
USGS	09469000	2021-05-17	53.25	P	63.81	P
USGS	09469000	2021-05-18	56.40	P	53.86	P
USGS	09469000	2021-05-19	52.37	P	49.04	P
USGS	09469000	2021-05-20	52.82	P	46.90	P
USGS	09469000	2021-05-21	51.42	P	51.48	P
USGS	09469000	2021-05-22	48.99	P	46.90	P
USGS	09469000	2021-05-23	47.32	P	46.90	P
USGS	09469000	2021-05-24	47.26	P	47.20	P
USGS	09469000	2021-05-25	47.88	P	48.11	P
USGS	09469000	2021-05-26	48.91	P	48.11	P
USGS	09469000	2021-05-27	48.31	P	47.20	P
USGS	09469000	2021-05-28	47.94	P	47.50	P
USGS	09469000	2021-05-29	48.33	P	47.50	P
USGS	09469000	2021-05-30	48.48	P	48.73	P
USGS	09469000	2021-05-31			50.29	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-07-03 16:00:23 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5494       00065     32400     Gage height, feet (Observation at midnight), [Lake Elevation at Midnight]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#          5497       00065     32400     Gage height, feet (Observation at midnight), [Lake Elev. at Midnight]
#
agency_cd	site_no	datetime
5s	15s	20d	

